conum;year;gdp;pop;gold;silver;bronze;medaltot;host;planned;soviet;share
135;92;374000000000;15200000;2;6;7;15;0;0;0;0,018404908
135;88;329000000000;14800000;2;2;5;9;0;0;0;0,012195122
135;64;159000000000;12100000;2;4;4;10;0;0;0;0
135;96;411000000000;15500000;4;5;10;19;0;0;0;0,0225653207
135;72;233000000000;13300000;3;1;1;5;0;0;0;0
135;68;192000000000;12700000;3;3;1;7;0;0;0;0
135;60;132000000000;11500000;0;1;2;3;0;0;0;0
135;76;266000000000;13800000;0;2;3;5;0;0;0;0
136;60;676000000;135000;0;0;0;0;0;0;0;0
136;64;763000000;143600;0;0;0;0;0;0;0;0
136;68;861000000;154200;0;0;0;0;0;0;0;0
136;72;972000000;162280;0;0;0;0;0;0;0;0
136;76;1100000000;167460;0;0;0;0;0;0;0;0
136;88;1700000000;185980;0;1;0;1;0;0;0;0,0013550136
136;92;1820000000;196230;0;0;0;0;0;0;0;0
136;96;2010000000;207660;0;0;0;0;0;0;0;0
137;92;51900000000;3442500;1;4;5;10;0;0;0;0,0122699387
137;72;38600000000;2902000;1;1;1;3;0;0;0;0
137;68;32400000000;2748000;1;0;2;3;0;0;0;0
137;76;44400000000;3111000;2;1;1;4;0;0;0;0
137;96;61800000000;3714000;3;2;1;6;0;0;0;0,0071258907
137;88;51800000000;3317000;3;2;8;13;0;0;0;0,0176151762
137;60;24600000000;2372000;2;0;1;3;0;0;0;0
137;64;29600000000;2585000;3;0;2;5;0;0;0;0
138;68;1790000000;1990560;0;0;0;0;0;0;0;0
138;72;2030000000;2266220;0;0;0;0;0;0;0;0
138;76;2610000000;2578480;0;0;0;0;0;0;0;0
138;92;1740000000;4060460;0;0;0;0;0;0;0;0
138;96;2370000000;4550430;0;0;0;0;0;0;0;0
139;64;1550000000;3537550;0;0;0;0;0;0;0;0
139;68;1660000000;3978160;0;0;0;0;0;0;0;0
139;72;1620000000;4386620;0;0;1;1;0;0;0;0
139;76;1430000000;4915850;0;0;0;0;0;0;0;0
139;88;1820000000;7263940;0;0;0;0;0;0;0;0
139;92;1740000000;8260510;0;0;0;0;0;0;0;0
139;96;1940000000;9468300;0;0;0;0;0;0;0;0
140;96;29900000000;115000000;2;1;3;6;0;0;0;0,0071258907
140;60;9180000000;40800000;0;0;0;0;0;0;0;0
140;64;10900000000;45300000;0;0;1;1;0;0;0;0
140;68;9120000000;50400000;0;0;0;0;0;0;0;0
140;72;16700000000;56200000;0;0;1;1;0;0;0;0
140;76;20200000000;63000000;0;0;0;0;0;0;0;0
140;88;21600000000;90900000;0;0;0;0;0;0;0;0
140;92;27000000000;102000000;0;3;1;4;0;0;0;0,0049079755
141;76;29800000000;16600000;1;1;0;2;0;1;0;0
141;72;29500000000;15200000;1;1;3;5;0;1;0;0
141;96;23300000000;22600000;2;1;2;5;0;1;0;0,0059382423
141;92;24600000000;21100000;4;0;5;9;0;1;0;0,0110429448
142;76;81400000000;4026000;1;1;0;2;0;0;0;0
142;68;57000000000;3819000;1;1;0;2;0;0;0;0
142;60;40300000000;3581000;1;0;0;1;0;0;0;0
142;96;155000000000;4381000;2;2;3;7;0;0;0;0,0083135392
142;92;130000000000;4286400;2;4;1;7;0;0;0;0,0085889571
142;88;119000000000;4209000;2;3;0;5;0;0;0;0,0067750678
142;72;66800000000;3933000;2;1;1;4;0;0;0;0
142;64;48000000000;3694000;0;0;0;0;0;0;0;0
143;88;8170000000;1531030;0;0;0;0;0;0;0;0
143;92;10600000000;1892000;0;0;0;0;0;0;0;0
143;96;12500000000;2173000;0;0;0;0;0;0;0;0
144;68;14200000000;57100000;1;0;0;1;0;0;0;0
144;60;8280000000;45900000;1;0;1;2;0;0;0;0
144;64;10700000000;51200000;0;1;0;1;0;0;0;0
144;72;16800000000;64600000;0;1;0;1;0;0;0;0
144;76;20500000000;73300000;0;0;1;1;0;0;0;0
144;88;44100000000;103000000;0;0;1;1;0;0;0;0,0013550136
144;92;55000000000;114000000;0;0;1;1;0;0;0;0,0012269939
144;96;64100000000;125000000;0;0;0;0;0;0;0;0
145;60;1650000000;1126000;0;0;0;0;0;0;0;0
145;64;2240000000;1265330;0;0;0;0;0;0;0;0
145;68;3050000000;1422480;0;0;0;0;0;0;0;0
145;72;4040000000;1591330;0;0;0;0;0;0;0;0
145;76;4500000000;1768110;0;0;0;0;0;0;0;0
145;88;5510000000;2303530;0;0;0;0;0;0;0;0
145;92;7160000000;2492350;0;0;0;0;0;0;0;0
145;96;8110000000;2674000;0;0;0;0;0;0;0;0
146;76;2800000000;2797220;0;0;0;0;0;0;0;0
146;92;4230000000;4014850;0;0;0;0;0;0;0;0
146;96;5240000000;4400720;0;0;0;0;0;0;0;0
147;68;2280000000;2239830;0;0;0;0;0;0;0;0
147;76;3690000000;2739290;0;0;0;0;0;0;0;0
147;88;7020000000;3964350;0;0;0;0;0;0;0;0
147;92;7990000000;4470350;0;0;0;0;0;0;0;0
147;96;9100000000;4955000;0;0;0;0;0;0;0;0
148;60;22200000000;9931000;0;0;0;0;0;0;0;0
148;64;26100000000;11100000;0;0;0;0;0;0;0;0
148;68;30700000000;12500000;0;0;0;0;0;0;0;0
148;72;36100000000;14000000;0;0;0;0;0;0;0;0
148;76;43900000000;15600000;0;0;0;0;0;0;0;0
148;88;52000000000;20800000;0;1;0;1;0;0;0;0,0013550136
148;92;45700000000;22400000;0;1;0;1;0;0;0;0,0012269939
148;96;60500000000;23900000;0;0;0;0;0;0;0;0
149;60;19600000000;27600000;0;0;0;0;0;0;0;0
149;64;24000000000;31000000;0;1;0;1;0;0;0;0
149;68;29200000000;35300000;0;0;0;0;0;0;0;0
149;72;35300000000;39800000;0;0;0;0;0;0;0;0
149;76;45700000000;44200000;0;0;0;0;0;0;0;0
149;88;60900000000;59400000;0;0;1;1;0;0;0;0,0013550136
149;92;66500000000;65600000;0;0;1;1;0;0;0;0,0012269939
149;96;78500000000;71900000;0;1;0;1;0;0;0;0,0011876485
150;88;120000000000;37900000;2;5;9;16;0;0;1;0,0216802168
150;92;102000000000;38400000;3;6;10;19;0;0;0;0,0233128834
150;60;27400000000;29600000;4;6;11;21;0;0;1;0
150;96;126000000000;38600000;7;5;5;17;0;0;0;0,0201900238
150;68;44100000000;32300000;5;2;11;18;0;0;1;0
150;76;116000000000;34400000;7;6;13;26;0;0;1;0
150;72;68300000000;33100000;7;5;9;21;0;0;1;0
150;64;34500000000;31200000;7;6;10;23;0;0;1;0
151;96;108000000000;9930000;1;0;1;2;0;0;0;0,0023752969
151;88;87400000000;9968000;1;0;0;1;0;0;0;0,0013550136
151;72;50900000000;8631000;0;0;0;0;0;0;0;0
151;60;23900000000;8943100;0;1;0;1;0;0;0;0
151;68;39700000000;9115100;0;0;0;0;0;0;0;0
151;64;30300000000;9122500;0;0;0;0;0;0;0;0
151;76;58600000000;9355000;0;2;0;2;0;0;0;0
151;92;101000000000;9867000;0;0;0;0;0;0;0;0
152;60;8430000000;2358000;0;0;0;0;0;0;0;0
152;64;11600000000;2554070;0;0;0;0;0;0;0;0
152;68;15100000000;2662060;0;0;0;0;0;0;0;0
152;72;19600000000;2817260;0;0;0;0;0;0;0;0
152;76;23400000000;3043850;0;0;1;1;0;0;0;0
152;88;36300000000;3471780;0;0;0;0;0;0;0;0
152;92;41900000000;3604000;0;0;1;1;0;0;0;0,0012269939
152;96;47200000000;3783000;0;0;1;1;0;0;0;0,0011876485
153;88;8130000000;405000;0;0;0;0;0;0;0;0
153;92;9560000000;533000;0;0;1;1;0;0;0;0,0012269939
153;96;10200000000;693000;0;0;0;0;0;0;0;0
154;64;9130000000;18900000;2;4;6;12;0;0;1;0
154;96;34100000000;22600000;4;7;9;20;0;0;0;0,0237529691
154;72;18600000000;20700000;3;6;7;16;0;0;1;0
154;92;29100000000;22800000;4;6;8;18;0;0;0;0,0220858896
154;60;6660000000;18400000;3;1;6;10;0;0;1;0
154;76;28300000000;21400000;4;9;14;27;0;0;1;0
154;68;12800000000;19700000;4;6;5;15;0;0;1;0
154;88;41200000000;23100000;7;11;6;24;0;0;1;0,0325203252
155;68;1960000000000;238000000;29;32;30;91;0;0;1;0
155;64;1460000000000;228000000;30;31;25;86;0;0;1;0
155;88;1240000000000;285000000;55;31;46;132;0;0;1;0,1788617886
155;76;997000000000;256000000;49;41;35;125;0;0;1;0
155;72;1730000000000;247000000;50;27;22;99;0;0;1;0
155;60;1180000000000;218000000;43;29;31;103;0;0;1;0
156;96;335000000000;148000000;26;21;16;63;0;0;0;0,0748218527
156;92;454000000000;149000000;45;38;29;112;0;0;1;0,1374233129
157;88;2080000000;6618860;0;0;0;0;0;0;0;0
157;96;1490000000;6727000;0;0;0;0;0;0;0;0
157;92;2090000000;7350000;0;0;0;0;0;0;0;0
158;88;150000000;158360;0;0;0;0;0;0;0;0
158;92;145000000;164020;0;0;0;0;0;0;0;0
158;96;164000000;172090;0;0;0;0;0;0;0;0
159;60;255000000;20000;0;0;0;0;0;0;0;0
159;68;307000000;20000;0;0;0;0;0;0;0;0
159;72;337000000;20000;0;0;0;0;0;0;0;0
159;76;370000000;20000;0;0;0;0;0;0;0;0
159;88;501000000;20000;0;0;0;0;0;0;0;0
159;92;537000000;20000;0;0;0;0;0;0;0;0
159;96;589000000;30000;0;0;0;0;0;0;0;0
160;96;46000000;135270;0;0;0;0;0;0;0;0
161;72;54900000000;6275450;0;0;0;0;0;0;0;0
161;76;79300000000;7574300;0;0;0;0;0;0;0;0
161;88;101000000000;14400000;0;0;0;0;0;0;0;0
161;92;125000000000;16800000;0;0;0;0;0;0;0;0
161;96;127000000000;19400000;0;0;0;0;0;0;0;0
162;64;2350000000;3531680;0;0;0;0;0;0;0;0
162;72;2770000000;4404700;0;0;0;0;0;0;0;0
162;76;3190000000;4944850;0;0;0;0;0;0;0;0
162;88;4090000000;6932730;0;1;0;1;0;0;0;0,0013550136
162;92;4270000000;7698820;0;0;0;0;0;0;0;0
162;96;4750000000;8555610;0;0;0;0;0;0;0;0
163;92;485000000;71660;0;0;0;0;0;0;0;0
163;96;532000000;76540;0;0;0;0;0;0;0;0
164;76;922000000;2989250;0;0;0;0;0;0;0;0
164;88;1050000000;3823800;0;0;0;0;0;0;0;0
164;92;929000000;4191000;0;0;0;0;0;0;0;0
164;96;909000000;4630000;0;0;0;0;0;0;0;0
165;60;4740000000;1471000;0;1;0;1;0;0;0;0
165;68;9180000000;1802810;0;0;0;0;0;0;0;0
165;72;15400000000;1933030;0;0;0;0;0;0;0;0
165;76;20300000000;2078690;0;0;0;0;0;0;0;0
165;88;47200000000;2599000;0;0;0;0;0;0;0;0
165;92;64200000000;2818200;0;0;0;0;0;0;0;0
165;96;91000000000;3044300;0;0;0;0;0;0;0;0
166;96;18500000000;5343000;1;1;1;3;0;0;0;0,0035629454
167;96;19300000000;1991000;0;2;0;2;0;0;0;0,0023752969
167;92;16600000000;1996600;0;0;2;2;0;0;0;0,0024539877
168;88;227000000;299620;0;0;0;0;0;0;0;0
168;92;283000000;344130;0;0;0;0;0;0;0;0
168;96;329000000;390930;0;0;0;0;0;0;0;0
169;72;1950000000;3667320;0;0;0;0;0;0;0;0
169;76;1680000000;4417560;0;0;0;0;0;0;0;0
169;88;1290000000;6962360;0;0;0;0;0;0;0;0
169;92;1100000000;8384340;0;0;0;0;0;0;0;0
169;96;811000000;8482940;0;0;0;0;0;0;0;0
170;96;138000000000;39900000;3;1;1;5;0;0;0;0,0059382423
170;60;43300000000;17400000;0;1;2;3;0;0;0;0
170;92;124000000000;36700000;0;2;0;2;0;0;0;0,0024539877
171;88;482000000000;38700000;1;1;2;4;0;0;0;0,0054200542
171;96;572000000000;39300000;5;6;6;17;0;0;0;0,0201900238
171;92;539000000000;39000000;13;7;2;22;1;0;0;0,026993865
171;60;135000000000;30500000;0;0;1;1;0;0;0;0
171;64;191000000000;31700000;0;0;0;0;0;0;0;0
171;68;242000000000;33100000;0;0;0;0;0;0;0;0
171;72;311000000000;34400000;0;0;1;1;0;0;0;0
171;76;368000000000;35900000;0;2;0;2;0;0;0;0
172;60;2770000000;9889000;0;0;0;0;0;0;0;0
172;64;3190000000;10900000;0;0;0;0;0;0;0;0
172;68;3870000000;12000000;0;0;0;0;0;0;0;0
172;72;4370000000;12900000;0;0;0;0;0;0;0;0
172;76;5320000000;13700000;0;0;0;0;0;0;0;0
172;88;9220000000;16600000;0;0;0;0;0;0;0;0
172;92;10900000000;17400000;0;0;0;0;0;0;0;0
172;96;13500000000;18300000;0;0;0;0;0;0;0;0
173;96;241000000;40880;0;0;0;0;0;0;0;0
174;96;474000000;157860;0;0;0;0;0;0;0;0
175;88;215000000;105150;0;0;0;0;0;0;0;0
175;92;250000000;108870;0;0;0;0;0;0;0;0
175;96;266000000;111680;0;0;0;0;0;0;0;0
176;60;2680000000;11200000;0;0;0;0;0;0;0;0
176;68;2940000000;13200000;0;0;0;0;0;0;0;0
176;72;3060000000;14600000;0;0;0;0;0;0;0;0
176;76;4630000000;16500000;0;0;0;0;0;0;0;0
176;88;4870000000;23000000;0;0;0;0;0;0;0;0
176;92;5540000000;25100000;0;0;0;0;0;0;0;0
176;96;7740000000;27200000;0;0;0;0;0;0;0;0
177;88;285000000;396930;1;0;0;1;0;0;0;0,0013550136
177;60;272000000;290000;0;0;0;0;0;0;0;0
177;76;331000000;354400;0;0;0;0;0;0;0;0
177;72;303000000;381650;0;0;0;0;0;0;0;0
177;92;340000000;405470;0;0;1;1;0;0;0;0,0012269939
177;96;348000000;410340;0;0;0;0;0;0;0;0
178;72;394000000;441850;0;0;0;0;0;0;0;0
178;76;506000000;497500;0;0;0;0;0;0;0;0
178;88;937000000;723340;0;0;0;0;0;0;0;0
178;92;1160000000;819650;0;0;0;0;0;0;0;0
178;96;1320000000;928500;0;0;0;0;0;0;0;0
179;92;220000000000;8668000;1;7;4;12;0;0;0;0,0147239264
179;60;96900000000;7480000;1;2;3;6;0;0;0;0
179;96;234000000000;8843000;2;4;2;8;0;0;0;0,0095011876
179;68;136000000000;7914000;2;1;1;4;0;0;0;0
179;64;120000000000;7661000;2;2;4;8;0;0;0;0
179;76;175000000000;8222000;4;1;0;5;0;0;0;0
179;72;158000000000;8122000;4;6;6;16;0;0;0;0
179;88;218000000000;8436000;0;4;7;11;0;0;0;0,0149051491
180;92;306000000000;6875000;1;0;0;1;0;0;0;0,0012269939
180;76;228000000000;6346000;1;1;2;4;0;0;0;0
180;64;176000000000;5789000;1;2;1;4;0;0;0;0
180;96;307000000000;7074000;4;3;0;7;0;0;0;0,0083135392
180;60;141000000000;5362000;0;3;3;6;0;0;0;0
180;68;198000000000;6068000;0;1;4;5;0;0;0;0
180;72;239000000000;6385000;0;3;0;3;0;0;0;0
180;88;285000000000;6569000;0;2;2;4;0;0;0;0,0054200542
181;96;16900000000;14500000;1;0;0;1;0;0;0;0,0011876485
181;68;3170000000;5853370;0;0;0;0;0;0;0;0
181;72;4970000000;6720040;0;0;0;0;0;0;0;0
181;76;7490000000;7678740;0;0;0;0;0;0;0;0
181;88;11800000000;11300000;0;0;0;0;0;0;0;0
181;92;13700000000;12900000;0;0;0;0;0;0;0;0
182;60;1720000000;10800000;0;1;0;1;0;0;0;0
182;64;2550000000;12200000;0;0;0;0;0;0;0;0
182;68;4280000000;13900000;0;0;1;1;0;0;0;0
182;72;7900000000;15300000;0;0;0;0;0;0;0;0
182;88;126000000000;19900000;0;0;0;0;0;0;0;0
182;92;216000000000;20800000;0;1;0;1;0;0;0;0,0012269939
182;96;275000000000;21500000;0;1;0;1;0;0;0;0,0011876485
183;96;1600000000;5917000;0;0;0;0;0;0;0;0
184;64;1290000000;11400000;0;0;0;0;0;0;0;0
184;68;1650000000;12900000;0;0;0;0;0;0;0;0
184;72;1910000000;14500000;0;0;0;0;0;0;0;0
184;76;2430000000;16400000;0;0;0;0;0;0;0;0
184;88;3800000000;23900000;0;0;0;0;0;0;0;0
184;92;3960000000;27100000;0;0;0;0;0;0;0;0
184;96;4820000000;30500000;0;0;0;0;0;0;0;0
185;96;177000000000;60000000;1;0;1;2;0;0;0;0,0023752969
185;60;12300000000;26400000;0;0;0;0;0;0;0;0
185;64;16100000000;29700000;0;0;0;0;0;0;0;0
185;68;22700000000;33600000;0;0;0;0;0;0;0;0
185;72;29500000000;38000000;0;0;0;0;0;0;0;0
185;76;39000000000;42500000;0;0;1;1;0;0;0;0
185;88;89400000000;53700000;0;0;1;1;0;0;0;0,0013550136
185;92;131000000000;57300000;0;0;1;1;0;0;0;0,0012269939
186;72;841000000;2121000;0;0;0;0;0;0;0;0
186;76;919000000;2344520;0;0;0;0;0;0;0;0
186;88;1270000000;3308600;0;0;0;0;0;0;0;0
186;92;1260000000;3750000;0;0;0;0;0;0;0;0
186;96;1430000000;4230000;0;0;0;0;0;0;0;0
187;88;141000000;95150;0;0;0;0;0;0;0;0
187;92;148000000;96710;0;0;0;0;0;0;0;0
187;96;161000000;97400;0;1;0;1;0;0;0;0,0011876485
188;76;3710000000;1022830;1;0;0;1;0;0;0;0
188;64;2120000000;884990;0;1;2;3;0;0;0;0
188;68;2490000000;942480;0;0;0;0;0;0;0;0
188;72;2960000000;989140;0;0;0;0;0;0;0;0
188;88;4920000000;1217500;0;0;0;0;0;0;0;0
188;92;5000000000;1254850;0;0;0;0;0;0;0;0
188;96;5490000000;1297000;0;0;2;2;0;0;0;0,0023752969
189;68;4690000000;4933130;1;0;1;2;0;0;0;0
189;60;3400000000;4221000;0;0;0;0;0;0;0;0
189;64;4000000000;4530840;0;1;1;2;0;0;0;0
189;72;6700000000;5294360;0;1;0;1;0;0;0;0
189;76;8310000000;5742300;0;0;0;0;0;0;0;0
189;88;13500000000;7859160;0;0;0;0;0;0;0;0
189;92;16700000000;8511940;0;0;0;0;0;0;0;0
189;96;19300000000;9077170;0;0;1;1;0;0;0;0,0011876485
190;88;132000000000;53700000;1;1;0;2;0;0;0;0,0027100271
190;92;155000000000;58400000;2;2;2;6;0;0;0;0,0073619632
190;68;53300000000;33600000;2;0;0;2;0;0;0;0
190;64;41900000000;30400000;2;3;1;6;0;0;0;0
190;96;181000000000;62700000;4;1;1;6;0;0;0;0,0071258907
190;60;33000000000;27500000;7;2;0;9;0;0;0;0
190;72;65300000000;37200000;0;1;0;1;0;0;0;0
190;76;83900000000;40900000;0;0;0;0;0;0;0;0
191;96;4200000000;4598000;0;0;0;0;0;0;0;0
192;72;3530000000;10400000;1;1;0;2;0;0;0;0
192;60;2020000000;6562000;0;0;0;0;0;0;0;0
192;64;2420000000;7687350;0;0;0;0;0;0;0;0
192;68;2950000000;9138270;0;1;1;2;0;0;0;0
192;76;3470000000;11500000;0;0;0;0;0;0;0;0
192;88;3620000000;15300000;0;0;0;0;0;0;0;0
192;92;4480000000;17500000;0;0;0;0;0;0;0;0
192;96;6280000000;19700000;0;0;1;1;0;0;0;0,0011876485
193;96;77300000000;51100000;9;2;12;23;0;0;0;0,0273159145
194;60;9970000000;90000;0;1;1;2;0;0;0;0
194;64;11100000000;112910;0;0;0;0;0;0;0;0
194;88;30100000000;1593220;0;0;0;0;0;0;0;0
194;92;41100000000;2083000;0;0;0;0;0;0;0;0
194;96;44500000000;2458000;0;0;0;0;0;0;0;0
195;96;1130000000000;58800000;1;8;6;15;0;0;0;0,0178147268
195;60;497000000000;52400000;2;6;12;20;0;0;0;0
195;76;748000000000;56200000;3;5;5;13;0;0;0;0
195;92;1010000000000;58000000;5;3;12;20;0;0;0;0,0245398773
195;72;696000000000;56100000;4;5;9;18;0;0;0;0
195;88;1010000000000;57200000;5;10;9;24;0;0;0;0,0325203252
195;64;565000000000;54000000;4;12;2;18;0;0;0;0
195;68;630000000000;55200000;5;5;3;13;0;0;0;0
196;92;6460000000000;255000000;37;34;37;108;0;0;0;0,1325153374
196;88;6070000000000;244000000;36;31;27;94;0;0;0;0,1273712737
196;96;7280000000000;265000000;44;32;25;101;1;0;0;0,1199524941
196;72;4020000000000;210000000;33;31;30;94;0;0;0;0
196;76;4400000000000;218000000;34;35;25;94;0;0;0;0
196;60;2550000000000;181000000;34;21;16;71;0;0;0;0
196;64;3020000000000;192000000;36;26;28;90;0;0;0;0
196;68;3610000000000;201000000;45;28;34;107;0;0;0;0
198;60;9850000000;2538000;0;0;0;0;0;0;0;0
198;64;10200000000;2665000;0;0;1;1;0;0;0;0
198;68;10400000000;2771000;0;0;0;0;0;0;0;0
198;72;11100000000;2820000;0;0;0;0;0;0;0;0
198;76;12700000000;2845000;0;0;0;0;0;0;0;0
198;88;14700000000;3060000;0;0;0;0;0;0;0;0
198;92;16800000000;3148020;0;0;0;0;0;0;0;0
198;96;19000000000;3241670;0;0;0;0;0;0;0;0
199;96;22800000000;23200000;0;1;1;2;0;0;0;0,0023752969
200;88;214000000;139500;0;0;0;0;0;0;0;0
200;92;215000000;155600;0;0;0;0;0;0;0;0
200;96;245000000;172900;0;0;0;0;0;0;0;0
201;68;42600000000;10000000;1;0;0;1;0;0;0;0
201;60;28200000000;7579000;0;0;1;1;0;0;0;0
201;64;36500000000;8796370;0;0;0;0;0;0;0;0
201;72;47500000000;11500000;0;0;0;0;0;0;0;0
201;76;57600000000;13200000;0;1;0;1;0;0;0;0
201;88;67200000000;18400000;0;0;0;0;0;0;0;0
201;92;76100000000;20400000;0;0;0;0;0;0;0;0
201;96;76900000000;22300000;0;0;0;0;0;0;0;0
202;60;7020000000;34700000;0;0;0;0;0;0;0;0
202;64;8340000000;37600000;0;0;0;0;0;0;0;0
202;68;8270000000;40900000;0;0;0;0;0;0;0;0
202;72;10200000000;44800000;0;0;0;0;0;0;0;0
202;76;10100000000;49200000;0;0;0;0;0;0;0;0
202;88;12100000000;63300000;0;0;0;0;0;0;0;0
202;92;15700000000;69400000;0;0;0;0;0;0;0;0
202;96;22100000000;75400000;0;0;0;0;0;0;0;0
204;92;3330000000;13900000;0;0;0;0;0;0;0;0
204;96;3850000000;15700000;0;0;0;0;0;0;0;0
205;96;22500000000;10600000;1;1;2;4;0;0;0;0,0047505938
205;92;25900000000;10500000;0;1;2;3;0;0;0;0,0036809816
206;64;2220000000;3507040;0;0;0;0;0;0;0;0
206;68;2670000000;3952680;0;0;0;0;0;0;0;0
206;72;3040000000;4423360;0;0;0;0;0;0;0;0
206;76;3320000000;5002480;0;0;0;0;0;0;0;0
206;88;3590000000;7322250;0;0;0;0;0;0;0;0
206;92;3470000000;8261540;0;0;0;0;0;0;0;0
206;96;3720000000;9214400;0;1;0;1;0;0;0;0,0011876485
207;60;1790000000;3812000;0;0;0;0;0;0;0;0
207;88;6140000000;9178930;0;0;0;0;0;0;0;0
207;92;6630000000;10300000;0;0;0;0;0;0;0;0
207;96;7650000000;11200000;0;0;0;0;0;0;0;0
210;76;60300000000;14900000;2;2;4;8;0;0;1;0
210;72;48000000000;14500000;2;4;2;8;0;0;1;0
210;88;77300000000;15600000;3;3;2;8;0;0;1;0,0108401084
210;92;63200000000;15600000;4;2;1;7;0;0;0;0,0085889571
210;60;26400000000;13500000;3;2;3;8;0;0;1;0
210;64;28000000000;14000000;5;6;3;14;0;0;1;0
210;68;39000000000;14300000;7;2;4;13;0;0;1;0
211;60;29300000000;17100000;1;1;NA;2;0;1;0;NA
211;76;81200000000;21600000;2;3;3;8;0;1;0;0
211;72;63800000000;20800000;2;1;2;5;0;1;0;0
211;64;39300000000;17800000;2;1;2;5;0;1;0;0
211;88;107000000000;23600000;3;4;5;12;0;1;0;0,0162601626
211;68;50200000000;20000000;3;3;2;8;0;1;0;0
